tiempo, long_patt
0.000213800427765 , 5
0.000205593117678 , 20
0.000206003483182 , 20
0.000204362021165 , 20
0.000206824214191 , 18
0.00022939431693 , 11
0.000226111392895 , 5
0.000221597372348 , 22
0.000206413848687 , 26
0.000332396058521 , 1
0.000208465676208 , 3
0.000205182752174 , 22
0.000206003483182 , 19
0.000205182752174 , 29
0.000205182752174 , 14
0.000206413848687 , 17
0.000206003483182 , 4
0.000206413848687 , 9
0.000207234579695 , 5
0.000205593117678 , 3
0.000205182752174 , 13
0.000206413848687 , 16
0.000206824214191 , 7
0.000205593117678 , 23
0.000205593117678 , 5
0.000206003483182 , 7
0.000206413848687 , 17
0.000206003483182 , 7
0.000206003483182 , 16
0.000207234579695 , 13
0.000329113134487 , 1
0.000206003483182 , 24
0.000206413848687 , 26
0.0002265217584 , 2
0.000241294916556 , 25
0.000226111392895 , 10
0.000217493717304 , 20
0.000206003483182 , 9
0.000205182752174 , 18
0.000206003483182 , 12
0.000206003483182 , 4
0.000207234579695 , 16
0.000205182752174 , 13
0.000207234579695 , 21
0.000206824214191 , 7
0.000206413848687 , 22
0.000206413848687 , 9
0.000206413848687 , 28
0.000226111392895 , 2
0.000206413848687 , 12
0.000206003483182 , 26
0.000205593117678 , 10
0.000206003483182 , 15
0.000205593117678 , 16
0.000206413848687 , 7
0.000206003483182 , 28
0.000224880296382 , 4
0.000226111392895 , 4
0.000232677240965 , 13
0.000206003483182 , 19
0.000205182752174 , 16
0.000205593117678 , 28
0.000205593117678 , 25
0.000205182752174 , 26
0.000206003483182 , 11
0.000205182752174 , 30
0.000206413848687 , 23
0.000206003483182 , 25
0.000206413848687 , 9
0.000207234579695 , 4
0.000329113134487 , 1
0.000274124156904 , 19
0.000231856509956 , 12
0.000205182752174 , 11
0.000206824214191 , 27
0.000205182752174 , 17
0.000206003483182 , 24
0.000203951655661 , 7
0.000205182752174 , 26
0.000206003483182 , 5
0.000206003483182 , 16
0.000206413848687 , 6
0.000206413848687 , 29
0.000205593117678 , 10
0.000206824214191 , 25
0.000205593117678 , 17
0.000204772386669 , 13
0.000206003483182 , 4
0.000206824214191 , 4
0.000206413848687 , 19
0.000206413848687 , 29
0.000228573585922 , 2
0.000205182752174 , 4
0.000206824214191 , 27
0.000206824214191 , 10
0.000206003483182 , 15
0.000205593117678 , 15
0.000205593117678 , 13
0.000206003483182 , 29
0.000205593117678 , 6
0.000206003483182 , 18
0.000205593117678 , 18
0.000205593117678 , 29
0.000205593117678 , 6
0.000206003483182 , 27
0.000206003483182 , 24
0.000325830210452 , 1
0.000228573585922 , 30
0.000225290661887 , 4
0.000205182752174 , 24
0.000206824214191 , 4
0.000206413848687 , 26
0.000205593117678 , 8
0.000206413848687 , 6
0.000205593117678 , 26
0.000206413848687 , 30
0.000205593117678 , 17
0.000206413848687 , 13
0.000206824214191 , 11
0.000206413848687 , 13
0.000205593117678 , 22
0.000204772386669 , 14
0.000205182752174 , 28
0.000205182752174 , 22
0.000205593117678 , 27
0.000327061306965 , 1
0.000206413848687 , 8
0.000225290661887 , 12
0.000225701027391 , 22
