tiempo, long_patt, OS,lng
0.000196933746337891,29,1,4
0.000215053558349609,14,1,4
0.000385761260986328,3,1,4
0.000250101089477539,15,1,4
0.000213861465454102,18,1,4
0.000207901000976562,21,1,4
0.000275850296020508,7,1,4
0.000255823135375977,8,1,4
0.000210046768188477,21,1,4
0.000234127044677734,10,1,4
0.000200986862182617,20,1,4
0.000248193740844727,9,1,4
0.000233888626098633,11,1,4
0.000186920166015625,29,1,4
0.000201940536499023,20,1,4
0.000216960906982422,13,1,4
0.000190019607543945,26,1,4
0.000837802886962891,3,1,4
0.000194072723388672,22,1,4
0.000204086303710938,17,1,4
0.000318050384521484,5,1,4
0.000206947326660156,29,1,4
0.000227928161621094,16,1,4
0.000334262847900391,6,1,4
0.000342130661010742,2,1,4
0.000428915023803711,3,1,4
0.000195026397705078,29,1,4
0.000227928161621094,18,1,4
0.000220060348510742,13,1,4
0.000216007232666016,14,1,4
0.000200986862182617,18,1,4
0.000277042388916016,6,1,4
0.000200986862182617,20,1,4
0.000250101089477539,9,1,4
0.000197887420654297,26,1,4
0.000196933746337891,22,1,4
0.000217914581298828,12,1,4
0.000215053558349609,18,1,4
0.000220060348510742,14,1,4
0.000249862670898438,10,1,4
0.000252962112426758,10,1,4
0.000222206115722656,17,1,4
0.000272989273071289,8,1,4
0.000214099884033203,17,1,4
0.000203847885131836,19,1,4
0.000189065933227539,28,1,4
0.000198125839233398,23,1,4
0.000238180160522461,15,1,4
0.000262022018432617,7,1,4
0.000188112258911133,28,1,4
0.0002288818359375,13,1,4
0.00031590461730957,5,1,4
0.000212907791137695,14,1,4
0.000216007232666016,18,1,4
0.000195980072021484,25,1,4
0.000198125839233398,19,1,4
0.000209808349609375,17,1,4
0.000257968902587891,8,1,4
0.000308990478515625,6,1,4
0.000191211700439453,29,1,4
0.000215053558349609,14,1,4
0.000304937362670898,9,1,4
0.000196933746337891,24,1,4
0.000345945358276367,2,1,4
0.00023198127746582,10,1,4
0.000194072723388672,27,1,4
0.000190973281860352,29,1,4
0.000219821929931641,12,1,4
0.000210046768188477,21,1,4
0.000362873077392578,20,1,4
0.000192880630493164,24,1,4
0.00148105621337891,1,1,4
0.000219106674194336,15,1,4
0.000346899032592773,2,1,4
0.000247001647949219,24,1,4
0.000210046768188477,26,1,4
0.000182151794433594,28,1,4
0.000257968902587891,8,1,4
0.000301122665405273,5,1,4
0.000216007232666016,20,1,4
0.000197887420654297,19,1,4
0.000188827514648438,23,1,4
0.00020289421081543,22,1,4
0.000245809555053711,8,1,4
0.000209808349609375,17,1,4
0.000206947326660156,21,1,4
0.000206947326660156,15,1,4
0.000273227691650391,7,1,4
0.000193119049072266,22,1,4
0.000186920166015625,19,1,4
0.000331878662109375,2,1,4
0.000191211700439453,24,1,4
0.00020289421081543,18,1,4
0.000212907791137695,14,1,4
0.000199079513549805,23,1,4
0.000207185745239258,17,1,4
0.000185966491699219,23,1,4
0.000206947326660156,24,1,4
0.000236034393310547,11,1,4
0.000406265258789062,3,1,4
0.00023198127746582,13,1,4
0.000297069549560547,5,1,4
0.000201225280761719,27,1,4
0.000225067138671875,14,1,4
0.000206947326660156,15,1,4
0.000216007232666016,16,1,4
0.000244140625,10,1,4
0.000213146209716797,14,1,4
0.000215053558349609,15,1,4
0.000187158584594727,26,1,4
0.000202178955078125,29,1,4
0.000211954116821289,14,1,4
0.000202178955078125,19,1,4
0.000211000442504883,17,1,4
0.000217914581298828,12,1,4
0.000192165374755859,25,1,4
0.000210046768188477,14,1,4
0.000190019607543945,22,1,4
0.000349998474121094,6,1,4
0.000205039978027344,28,1,4
0.000199794769287109,30,1,4
0.000229835510253906,15,1,4
0.000232696533203125,11,1,4
0.000236034393310547,13,1,4
0.000260829925537109,9,1,4
0.000361204147338867,4,1,4
0.000248908996582031,9,1,4
0.000283002853393555,9,1,4
0.000212192535400391,17,1,4
0.000251054763793945,10,1,4
0.000367879867553711,2,1,4
0.000247001647949219,11,1,4
0.000227928161621094,24,1,4
0.000201940536499023,29,1,4
0.000206947326660156,24,1,4
0.000211000442504883,23,1,4
0.000303030014038086,6,1,4
0.000200986862182617,27,1,4
0.000211000442504883,28,1,4
0.000211954116821289,28,1,4
0.000288963317871094,15,1,4
0.000197172164916992,27,1,4
0.000235319137573242,11,1,4
0.000203371047973633,18,1,4
0.00023198127746582,10,1,4
0.000200986862182617,22,1,4
0.000195980072021484,22,1,4
0.000245809555053711,8,1,4
0.000212907791137695,14,1,4
0.000272989273071289,7,1,4
0.000398874282836914,3,1,4
0.000205039978027344,18,1,4
0.000200986862182617,28,1,4
0.000206947326660156,18,1,4
0.000199079513549805,18,1,4
0.000189065933227539,27,1,4
