tiempo, long_patt,OS
0.000354555650259 , 5 0
0.000385743415791 , 20 0
0.000373022090376 , 20 0
0.000340192863501 , 20 0
0.000365225148993 , 18 0
0.000347169074212 , 11 0
0.000343886151524 , 5 0
0.000343475786188 , 22 0
0.000350451996899 , 26 0
0.0005650730676 , 1 0
0.000347579439548 , 3 0
0.000341013594172 , 22 0
0.000360300764962 , 19 0
0.000343886151524 , 29 0
0.000341013594172 , 14 0
0.000351683092907 , 17 0
0.000349220900891 , 4 0
0.000343475786188 , 9 0
0.000347989804884 , 5 0
0.000343475786188 , 3 0
0.000377536109072 , 13 0
0.000343475786188 , 16 0
0.000350041631563 , 7 0
0.000341423959508 , 23 0
0.000345117247532 , 5 0
0.000345937978204 , 7 0
0.000343475786188 , 17 0
0.000345937978204 , 7 0
0.00042636958405 , 16 0
0.000460019541597 , 13 0
0.000569587086295 , 1 0
0.000354145284923 , 24 0
0.000343886151524 , 26 0
0.000390257434486 , 2 0
0.000389436703814 , 25 0
0.000386564146463 , 10 0
0.000380408666423 , 20 0
0.000382460493103 , 9 0
0.000366456245001 , 18 0
0.000407903143932 , 12 0
0.00034840017022 , 4 0
0.000345117247532 , 16 0
0.000394361087846 , 13 0
0.00035742820761 , 21 0
0.000347169074212 , 7 0
0.000343886151524 , 22 0
0.000351272727571 , 9 0
0.000384512319783 , 28 0
0.000388205607806 , 2 0
0.00035948003429 , 12 0
0.000345527612868 , 26 0
0.00034224469018 , 10 0
0.000343065420852 , 15 0
0.000345527612868 , 16 0
0.000343886151524 , 7 0
0.000343886151524 , 28 0
0.00049818351784 , 4 0
0.000381229397095 , 4 0
0.000345937978204 , 13 0
0.000344706882196 , 19 0
0.000343475786188 , 16 0
0.000351272727571 , 28 0
0.000345937978204 , 25 0
0.00034224469018 , 26 0
0.000343475786188 , 11 0
0.000351272727571 , 30 0
0.00034634834354 , 23 0
0.000343475786188 , 25 0
0.000346758708876 , 9 0
0.000347579439548 , 4 0
0.000767383178222 , 1 0
0.000349220900891 , 19 0
0.000344706882196 , 12 0
0.00034224469018 , 11 0
0.000345117247532 , 27 0
0.000358659303618 , 17 0
0.000343886151524 , 24 0
0.000341013594172 , 7 0
0.000376305013064 , 26 0
0.000343475786188 , 5 0
0.000343065420852 , 16 0
0.000343886151524 , 6 0
0.000343886151524 , 29 0
0.00034224469018 , 10 0
0.000347169074212 , 25 0
0.000342655055516 , 17 0
0.00034224469018 , 13 0
0.000343065420852 , 4 0
0.000345527612868 , 4 0
0.000343886151524 , 19 0
0.000343886151524 , 29 0
0.000379587935752 , 2 0
0.000341834324844 , 4 0
0.000363173322314 , 27 0
0.000344706882196 , 10 0
0.000343065420852 , 15 0
0.000343065420852 , 15 0
0.000343475786188 , 13 0
0.000369739167689 , 29 0
0.00034224469018 , 6 0
0.000343475786188 , 18 0
0.000343475786188 , 18 0
0.000342655055516 , 29 0
0.000343065420852 , 6 0
0.000343475786188 , 27 0
0.000343475786188 , 24 0
0.000543323704795 , 1 0
0.00034429651686 , 30 0
0.000343065420852 , 4 0
0.000341834324844 , 24 0
0.000345117247532 , 4 0
0.00034634834354 , 26 0
0.00034634834354 , 8 0
0.000343886151524 , 6 0
0.000345937978204 , 26 0
0.000404620221244 , 30 0
0.000343475786188 , 17 0
0.000343475786188 , 13 0
0.000344706882196 , 11 0
0.000344706882196 , 13 0
0.00034224469018 , 22 0
0.000341834324844 , 14 0
0.000341834324844 , 28 0
0.00034224469018 , 22 0
0.000343475786188 , 27 0
0.000596260833132 , 1 0
0.000344706882196 , 8 0
0.000345527612868 , 12 0
0.00034429651686 , 22 0
0.000342655055516 , 28 0
0.00034224469018 , 15 0
0.000539630416771 , 1 0
0.000345117247532 , 14 0
0.00034224469018 , 18 0
0.000343065420852 , 28 0
0.000702955820478 , 7 0
0.000382460493103 , 7 0
0.000386153781127 , 26 0
0.000382870858439 , 18 0
0.000377125743736 , 5 0
0.000345117247532 , 18 0
0.000343886151524 , 16 0
0.000344706882196 , 5 0
0.00034429651686 , 10 0
0.000343475786188 , 8 0
0.000343475786188 , 10 0
0.000343886151524 , 27 0
0.000343886151524 , 5 0
0.000342655055516 , 12 0
0.000343065420852 , 9 0
0.000343886151524 , 24 0
0.000345117247532 , 5 0
0.000352914188915 , 17 0
0.00034840017022 , 27 0
0.00034840017022 , 3 0
0.00034429651686 , 7 0
0.000656584537516 , 29 0
0.00035742820761 , 25 0
0.000343886151524 , 22 0
0.000345527612868 , 22 0
0.000345527612868 , 22 0
0.000343475786188 , 19 0
0.000343475786188 , 18 0
0.000379587935752 , 19 0
0.00034224469018 , 8 0
0.000343065420852 , 25 0
0.00037261172504 , 12 0
0.000347169074212 , 12 0
