tiempo, long_patt
0.000205039978027 , 5
0.000204086303711 , 20
0.00020694732666 , 20
0.000189065933228 , 20
0.000194072723389 , 18
0.00019097328186 , 11
0.000191926956177 , 5
0.00019097328186 , 22
0.000196218490601 , 26
0.000333070755005 , 1
0.000218152999878 , 3
0.000191926956177 , 22
0.00019097328186 , 19
0.000188827514648 , 29
0.000188112258911 , 14
0.000192165374756 , 17
0.000190019607544 , 4
0.000190019607544 , 9
0.000194072723389 , 5
0.000187158584595 , 3
0.000250816345215 , 13
0.000190019607544 , 16
0.000191926956177 , 7
0.000186920166016 , 23
0.000188112258911 , 5
0.000190019607544 , 7
0.000190019607544 , 17
0.000190019607544 , 7
0.000189781188965 , 16
0.000192880630493 , 13
0.000334024429321 , 1
0.00019097328186 , 24
0.00019097328186 , 26
0.000204086303711 , 2
0.000190019607544 , 25
0.000191926956177 , 10
0.000188827514648 , 20
0.000190019607544 , 9
0.000188827514648 , 18
0.000189065933228 , 12
0.000191926956177 , 4
0.000191926956177 , 16
0.000188827514648 , 13
0.000193119049072 , 21
0.00019097328186 , 7
0.000188827514648 , 22
0.00019097328186 , 9
0.00019097328186 , 28
0.000205993652344 , 2
0.000191211700439 , 12
0.00020694732666 , 26
0.000189065933228 , 10
0.000189065933228 , 15
0.000190019607544 , 16
0.000191211700439 , 7
0.000192165374756 , 28
0.000193119049072 , 4
0.00019097328186 , 4
0.000188827514648 , 13
0.000188112258911 , 19
0.000187873840332 , 16
0.000186920166016 , 28
0.000194072723389 , 25
0.00019097328186 , 26
0.000191211700439 , 11
0.000187873840332 , 30
0.000190019607544 , 23
0.00019097328186 , 25
0.00019097328186 , 9
0.000191926956177 , 4
0.000339984893799 , 1
0.00019097328186 , 19
0.000193119049072 , 12
0.000186920166016 , 11
0.000191926956177 , 27
0.000185966491699 , 17
0.000190019607544 , 24
0.000186920166016 , 7
0.000186920166016 , 26
0.000189065933228 , 5
0.000189065933228 , 16
0.00019097328186 , 6
0.000190019607544 , 29
0.000188827514648 , 10
0.000192165374756 , 25
0.000189065933228 , 17
0.000186920166016 , 13
0.000189065933228 , 4
0.00019097328186 , 4
0.000189065933228 , 19
0.000197172164917 , 29
0.000205993652344 , 2
0.000188112258911 , 4
0.00019097328186 , 27
0.000189065933228 , 10
0.000189065933228 , 15
0.000188827514648 , 15
0.000186920166016 , 13
0.000190019607544 , 29
0.000188112258911 , 6
0.000200986862183 , 18
0.000192880630493 , 18
0.000189065933228 , 29
0.000196933746338 , 6
0.000190019607544 , 27
0.000190019607544 , 24
0.000317811965942 , 1
0.000192880630493 , 30
0.000188827514648 , 4
0.000205039978027 , 24
0.000193119049072 , 4
0.000190019607544 , 26
0.000188112258911 , 8
0.000190019607544 , 6
0.000189065933228 , 26
0.000189065933228 , 30
0.000187873840332 , 17
0.000189065933228 , 13
0.000191926956177 , 11
0.000204086303711 , 13
0.000187158584595 , 22
0.000186920166016 , 14
0.000186920166016 , 28
0.000188112258911 , 22
0.000189065933228 , 27
0.000317096710205 , 1
0.000189065933228 , 8
0.000189065933228 , 12
0.00019097328186 , 22
0.000189065933228 , 28
0.000187873840332 , 15
0.000320911407471 , 1
0.000191926956177 , 14
0.000187873840332 , 18
0.000190019607544 , 28
0.000189065933228 , 7
0.000188112258911 , 7
0.000190019607544 , 26
0.000189065933228 , 18
0.000186920166016 , 5
0.000188112258911 , 18
0.000189065933228 , 16
0.000192880630493 , 5
0.000190019607544 , 10
0.000188827514648 , 8
0.000188827514648 , 10
0.000189781188965 , 27
0.000190019607544 , 5
0.000187873840332 , 12
0.000195026397705 , 9
0.000190019607544 , 24
0.000192165374756 , 5
0.000190019607544 , 17
0.000193119049072 , 27
0.00019097328186 , 3
0.000189781188965 , 7
0.000186920166016 , 29
0.000185966491699 , 25
0.000190019607544 , 22
0.000194072723389 , 22
0.000187873840332 , 22
0.000190019607544 , 19
0.000190019607544 , 18
0.000187873840332 , 19
0.000189065933228 , 8
0.000188827514648 , 25
0.000186920166016 , 12
0.000190019607544 , 12
0.000189065933228 , 27
0.000201225280762 , 9
0.00019097328186 , 15
0.000188112258911 , 5
0.000187873840332 , 10
0.000187873840332 , 17
0.000188112258911 , 12
0.000188112258911 , 13
0.000185012817383 , 15
0.000187873840332 , 27
0.000190019607544 , 27
0.000195980072021 , 22
0.000187158584595 , 13
0.000188112258911 , 18
0.000190019607544 , 12
0.000189065933228 , 3
0.00019097328186 , 20
0.000189065933228 , 14
0.000192880630493 , 23
0.000189065933228 , 12
0.000185966491699 , 11
0.000195980072021 , 13
0.000189065933228 , 17
0.000187158584595 , 6
0.000188112258911 , 17
0.000324964523315 , 1
0.000188112258911 , 8
0.000188827514648 , 4
0.000192880630493 , 5
0.000186920166016 , 29
0.000189065933228 , 11
0.000188827514648 , 9
0.000189065933228 , 22
0.000187158584595 , 9
0.000192880630493 , 26
0.00019097328186 , 15
0.000187873840332 , 9
0.000189065933228 , 12
0.000185966491699 , 25
0.000186920166016 , 25
0.000323057174683 , 1
0.00019907951355 , 13
0.000195026397705 , 10
0.000188112258911 , 27
0.00019097328186 , 24
0.00019097328186 , 24
0.000189065933228 , 21
0.000188827514648 , 17
0.000191926956177 , 3
0.000190019607544 , 10
0.000193119049072 , 23
0.00020694732666 , 2
0.000186920166016 , 19
0.000185012817383 , 30
0.000191926956177 , 9
0.000188827514648 , 12
0.000186920166016 , 27
0.000192165374756 , 20
0.000190019607544 , 12
0.000188827514648 , 18
0.000187873840332 , 29
0.000202894210815 , 14
0.000190019607544 , 3
0.00019097328186 , 15
0.000187158584595 , 18
0.000189065933228 , 21
0.00019097328186 , 7
0.000188827514648 , 8
0.000188827514648 , 21
0.000189065933228 , 10
0.000188827514648 , 20
0.000191926956177 , 9
0.000193119049072 , 11
0.000189065933228 , 29
0.000184059143066 , 20
0.000188112258911 , 13
0.000189065933228 , 26
0.00019097328186 , 3
0.000186920166016 , 22
0.000191926956177 , 17
0.000188827514648 , 5
0.000187158584595 , 29
0.000190019607544 , 16
0.000188112258911 , 6
0.000202178955078 , 2
0.000188827514648 , 3
0.000187873840332 , 29
0.000191926956177 , 18
0.000189065933228 , 13
0.000190019607544 , 14
0.000187873840332 , 18
0.000187873840332 , 6
0.000190019607544 , 20
0.00019097328186 , 9
0.000190019607544 , 26
0.000190019607544 , 22
0.000190019607544 , 12
0.000189065933228 , 18
0.000188827514648 , 14
0.000187873840332 , 10
0.000189065933228 , 10
0.000191926956177 , 17
0.000196933746338 , 8
0.000189065933228 , 17
0.000185966491699 , 19
0.000190019607544 , 28
0.000190019607544 , 23
0.000188827514648 , 15
0.000189781188965 , 7
0.000191926956177 , 28
0.000185966491699 , 13
0.000191926956177 , 5
0.000200986862183 , 14
0.000190019607544 , 18
0.000187873840332 , 25
0.000190019607544 , 19
0.000186920166016 , 17
0.000189065933228 , 8
0.000189781188965 , 6
0.000186920166016 , 29
0.000188827514648 , 14
0.000193119049072 , 9
0.00019907951355 , 24
0.000202894210815 , 2
0.000185966491699 , 10
0.000190019607544 , 27
0.000187873840332 , 29
0.000187873840332 , 12
0.000193119049072 , 21
0.000190019607544 , 20
0.000187873840332 , 24
0.000322103500366 , 1
0.000188112258911 , 15
0.000205039978027 , 2
0.000192880630493 , 24
0.000190019607544 , 26
0.000187873840332 , 28
0.000191926956177 , 8
0.000188827514648 , 5
0.000190019607544 , 20
0.000190019607544 , 19
0.00019097328186 , 23
0.000189065933228 , 22
0.00019097328186 , 8
0.000187158584595 , 17
0.000185966491699 , 21
0.000190019607544 , 15
0.000189065933228 , 7
0.00019097328186 , 22
0.000192165374756 , 19
0.000200033187866 , 2
0.00019097328186 , 24
0.000189065933228 , 18
0.000187873840332 , 14
0.000190019607544 , 23
0.000186920166016 , 17
0.000192165374756 , 23
0.000189065933228 , 24
0.000187873840332 , 11
0.000190019607544 , 3
0.000188112258911 , 13
0.000189065933228 , 5
0.000189065933228 , 27
0.000188112258911 , 14
0.000186920166016 , 15
0.000191926956177 , 16
0.000185966491699 , 10
0.00019097328186 , 14
0.000192165374756 , 15
0.000188112258911 , 26
0.000187873840332 , 29
0.000189065933228 , 14
0.000191926956177 , 19
0.000188827514648 , 17
0.000189065933228 , 12
0.000187158584595 , 25
0.000191926956177 , 14
0.000189065933228 , 22
0.000191926956177 , 6
0.000190019607544 , 28
0.000189065933228 , 30
0.000185966491699 , 15
0.000188112258911 , 11
0.000185966491699 , 13
0.000186920166016 , 9
0.000188112258911 , 4
0.000192165374756 , 9
0.000190019607544 , 9
0.000190019607544 , 17
0.000192165374756 , 10
0.000200986862183 , 2
0.000190019607544 , 11
0.000190019607544 , 24
0.000190019607544 , 29
0.000191926956177 , 24
0.000187873840332 , 23
0.000189065933228 , 6
0.000191926956177 , 27
0.000188112258911 , 28
0.000187873840332 , 28
0.000190019607544 , 15
0.000186920166016 , 27
0.000188112258911 , 11
0.000186920166016 , 18
0.000189065933228 , 10
0.000189065933228 , 22
0.00019097328186 , 22
0.000189065933228 , 8
0.000192165374756 , 14
0.000190019607544 , 7
0.000189065933228 , 3
0.000190019607544 , 18
0.000207185745239 , 28
0.000188827514648 , 18
0.000186920166016 , 18
0.000185966491699 , 27
