tiempo, long_patt, OS,lng
0.000133991241455078,23,1,4
0.000124931335449219,22,1,4
0.000156879425048828,8,1,4
0.000119209289550781,17,1,4
0.00012516975402832,21,1,4
0.000143051147460938,15,1,4
0.000177145004272461,7,1,4
0.000171184539794922,22,1,4
0.000135183334350586,19,1,4
0.000279903411865234,2,1,4
0.000177860260009766,24,1,4
0.000126123428344727,18,1,4
0.000147104263305664,14,1,4
0.000121831893920898,23,1,4
0.000134944915771484,17,1,4
0.000128984451293945,23,1,4
0.000127792358398438,24,1,4
0.000171184539794922,11,1,4
0.00035405158996582,3,1,4
0.000158786773681641,13,1,4
0.00021815299987793,5,1,4
0.00013279914855957,27,1,4
0.000146150588989258,14,1,4
0.000139951705932617,15,1,4
0.000132083892822266,16,1,4
0.000145912170410156,10,1,4
0.000144004821777344,14,1,4
0.000144004821777344,15,1,4
0.000114917755126953,26,1,4
0.00010991096496582,29,1,4
0.000132083892822266,14,1,4
0.000174999237060547,19,1,4
0.00014185905456543,17,1,4
0.000169992446899414,12,1,4
0.000209331512451172,25,1,4
0.000200033187866211,14,1,4
0.000216245651245117,22,1,4
0.000226736068725586,6,1,4
0.000138759613037109,28,1,4
0.000159978866577148,30,1,4
0.000220298767089844,15,1,4
0.00019073486328125,11,1,4
0.000179052352905273,13,1,4
0.000207185745239258,9,1,4
0.000345945358276367,4,1,4
0.000206947326660156,9,1,4
0.000213861465454102,9,1,4
0.000119924545288086,17,1,4
0.000149965286254883,10,1,4
0.000246047973632812,2,1,4
0.000164031982421875,11,1,4
0.000150203704833984,24,1,4
0.000155925750732422,29,1,4
0.000180959701538086,24,1,4
0.000167131423950195,23,1,4
0.000234127044677734,6,1,4
0.000178098678588867,27,1,4
0.0001678466796875,28,1,4
0.000145912170410156,28,1,4
0.000145673751831055,15,1,4
0.00018000602722168,27,1,4
0.000196695327758789,11,1,4
0.000154972076416016,18,1,4
0.000161170959472656,10,1,4
0.000130891799926758,22,1,4
0.000133991241455078,22,1,4
0.00018000602722168,8,1,4
0.000149011611938477,14,1,4
0.000220060348510742,7,1,4
0.000299930572509766,3,1,4
0.000130176544189453,18,1,4
0.000111103057861328,28,1,4
0.000134944915771484,18,1,4
0.000116109848022461,18,1,4
0.000112056732177734,27,1,4
