tiempo, long, tipoB, OS,lng,tamTexto
0.0014820098877 , 5 , 2 , 6 , 5 , 1
0.00142788887024 , 20 , 2 , 6 , 5 , 1
0.00142192840576 , 20 , 2 , 6 , 5 , 1
0.00141501426697 , 20 , 2 , 6 , 5 , 1
0.00142097473145 , 18 , 2 , 6 , 5 , 1
0.00144290924072 , 11 , 2 , 6 , 5 , 1
0.00142002105713 , 5 , 2 , 6 , 5 , 1
0.00142002105713 , 22 , 2 , 6 , 5 , 1
0.00142502784729 , 26 , 2 , 6 , 5 , 1
0.00254917144775 , 1 , 2 , 6 , 5 , 1
0.00143885612488 , 3 , 2 , 6 , 5 , 1
0.00142097473145 , 22 , 2 , 6 , 5 , 1
0.00144195556641 , 19 , 2 , 6 , 5 , 1
0.00143790245056 , 29 , 2 , 6 , 5 , 1
0.00142884254456 , 14 , 2 , 6 , 5 , 1
0.00139212608337 , 17 , 2 , 6 , 5 , 1
0.00141406059265 , 4 , 2 , 6 , 5 , 1
0.00141906738281 , 9 , 2 , 6 , 5 , 1
0.00141382217407 , 5 , 2 , 6 , 5 , 1
0.00141596794128 , 3 , 2 , 6 , 5 , 1
0.0014340877533 , 13 , 2 , 6 , 5 , 1
0.0014340877533 , 16 , 2 , 6 , 5 , 1
0.00141620635986 , 7 , 2 , 6 , 5 , 1
0.00141501426697 , 23 , 2 , 6 , 5 , 1
0.00142407417297 , 5 , 2 , 6 , 5 , 1
0.00141310691833 , 7 , 2 , 6 , 5 , 1
0.00143504142761 , 17 , 2 , 6 , 5 , 1
0.00142288208008 , 7 , 2 , 6 , 5 , 1
0.0014181137085 , 16 , 2 , 6 , 5 , 1
0.00143504142761 , 13 , 2 , 6 , 5 , 1
0.00261378288269 , 1 , 2 , 6 , 5 , 1
0.00142812728882 , 24 , 2 , 6 , 5 , 1
0.00142002105713 , 26 , 2 , 6 , 5 , 1
0.00152707099915 , 2 , 2 , 6 , 5 , 1
0.00141906738281 , 25 , 2 , 6 , 5 , 1
0.00143384933472 , 10 , 2 , 6 , 5 , 1
0.00142097473145 , 20 , 2 , 6 , 5 , 1
0.00141906738281 , 9 , 2 , 6 , 5 , 1
0.00142812728882 , 18 , 2 , 6 , 5 , 1
0.00142908096313 , 12 , 2 , 6 , 5 , 1
0.00145101547241 , 4 , 2 , 6 , 5 , 1
0.00141716003418 , 16 , 2 , 6 , 5 , 1
0.00141000747681 , 13 , 2 , 6 , 5 , 1
0.00144100189209 , 21 , 2 , 6 , 5 , 1
0.00142192840576 , 7 , 2 , 6 , 5 , 1
0.00143098831177 , 22 , 2 , 6 , 5 , 1
0.00142192840576 , 9 , 2 , 6 , 5 , 1
0.00142002105713 , 28 , 2 , 6 , 5 , 1
0.00151491165161 , 2 , 2 , 6 , 5 , 1
0.00143194198608 , 12 , 2 , 6 , 5 , 1
0.00144791603088 , 26 , 2 , 6 , 5 , 1
0.00142097473145 , 10 , 2 , 6 , 5 , 1
0.0014910697937 , 15 , 2 , 6 , 5 , 1
0.00153398513794 , 16 , 2 , 6 , 5 , 1
0.00142979621887 , 7 , 2 , 6 , 5 , 1
0.00142121315002 , 28 , 2 , 6 , 5 , 1
0.00141501426697 , 4 , 2 , 6 , 5 , 1
0.00143599510193 , 4 , 2 , 6 , 5 , 1
0.00142002105713 , 13 , 2 , 6 , 5 , 1
0.0014591217041 , 19 , 2 , 6 , 5 , 1
0.00141906738281 , 16 , 2 , 6 , 5 , 1
0.00142192840576 , 28 , 2 , 6 , 5 , 1
0.00143599510193 , 25 , 2 , 6 , 5 , 1
0.00142121315002 , 26 , 2 , 6 , 5 , 1
0.00143504142761 , 11 , 2 , 6 , 5 , 1
0.0014169216156 , 30 , 2 , 6 , 5 , 1
0.00141906738281 , 23 , 2 , 6 , 5 , 1
0.0014169216156 , 25 , 2 , 6 , 5 , 1
0.00142192840576 , 9 , 2 , 6 , 5 , 1
0.00145101547241 , 4 , 2 , 6 , 5 , 1
0.00250387191772 , 1 , 2 , 6 , 5 , 1
0.00144195556641 , 19 , 2 , 6 , 5 , 1
0.00141501426697 , 12 , 2 , 6 , 5 , 1
0.00143003463745 , 11 , 2 , 6 , 5 , 1
0.00141596794128 , 27 , 2 , 6 , 5 , 1
0.00141310691833 , 17 , 2 , 6 , 5 , 1
0.0014169216156 , 24 , 2 , 6 , 5 , 1
0.00138592720032 , 7 , 2 , 6 , 5 , 1
0.00144910812378 , 26 , 2 , 6 , 5 , 1
0.00143194198608 , 5 , 2 , 6 , 5 , 1
0.00143814086914 , 16 , 2 , 6 , 5 , 1
0.00142097473145 , 6 , 2 , 6 , 5 , 1
0.00142002105713 , 29 , 2 , 6 , 5 , 1
0.00143909454346 , 10 , 2 , 6 , 5 , 1
0.00141882896423 , 25 , 2 , 6 , 5 , 1
0.00142812728882 , 17 , 2 , 6 , 5 , 1
0.00141716003418 , 13 , 2 , 6 , 5 , 1
0.00142407417297 , 4 , 2 , 6 , 5 , 1
0.00142908096313 , 4 , 2 , 6 , 5 , 1
0.0014328956604 , 19 , 2 , 6 , 5 , 1
0.00144004821777 , 29 , 2 , 6 , 5 , 1
0.00150513648987 , 2 , 2 , 6 , 5 , 1
0.00141787528992 , 4 , 2 , 6 , 5 , 1
0.00142192840576 , 27 , 2 , 6 , 5 , 1
0.00143814086914 , 10 , 2 , 6 , 5 , 1
0.00143790245056 , 15 , 2 , 6 , 5 , 1
0.00141501426697 , 15 , 2 , 6 , 5 , 1
0.00144386291504 , 13 , 2 , 6 , 5 , 1
0.0014340877533 , 29 , 2 , 6 , 5 , 1
0.00142979621887 , 6 , 2 , 6 , 5 , 1
0.00143790245056 , 18 , 2 , 6 , 5 , 1
