tiempo, long, tipoB, OS , lng,tamTexto 
0.0278728008270264,5,2,6,4,10
0.00838208198547363,20,2,6,4,10
0.00802707672119141,20,2,6,4,10
0.00865507125854492,20,2,6,4,10
0.00842499732971191,18,2,6,4,10
0.00903487205505371,11,2,6,4,10
0.0123541355133057,5,2,6,4,10
0.00791311264038086,22,2,6,4,10
0.00799775123596191,26,2,6,4,10
0.0914230346679688,1,2,6,4,10
0.016514778137207,3,2,6,4,10
0.00805282592773438,22,2,6,4,10
0.00841593742370605,19,2,6,4,10
0.00785112380981445,29,2,6,4,10
0.00858116149902344,14,2,6,4,10
0.00808405876159668,17,2,6,4,10
0.0136978626251221,4,2,6,4,10
0.00953912734985352,9,2,6,4,10
0.0123929977416992,5,2,6,4,10
0.0164921283721924,3,2,6,4,10
0.00858902931213379,13,2,6,4,10
0.00841784477233887,16,2,6,4,10
0.0113921165466309,7,2,6,4,10
0.0079801082611084,23,2,6,4,10
0.0133562088012695,5,2,6,4,10
0.0142109394073486,7,2,6,4,10
0.0143172740936279,17,2,6,4,10
0.0111539363861084,7,2,6,4,10
0.00839900970458984,16,2,6,4,10
0.00879192352294922,13,2,6,4,10
0.0915360450744629,1,2,6,4,10
0.00823092460632324,24,2,6,4,10
0.00800108909606934,26,2,6,4,10
0.0180549621582031,2,2,6,4,10
0.00811004638671875,25,2,6,4,10
0.0107409954071045,10,2,6,4,10
0.00826096534729004,20,2,6,4,10
0.0103611946105957,9,2,6,4,10
0.00828409194946289,18,2,6,4,10
0.00931596755981445,12,2,6,4,10
0.0142300128936768,4,2,6,4,10
0.00843620300292969,16,2,6,4,10
0.00860595703125,13,2,6,4,10
0.00813126564025879,21,2,6,4,10
0.0105049610137939,7,2,6,4,10
0.00862503051757812,22,2,6,4,10
0.0130412578582764,9,2,6,4,10
0.00832796096801758,28,2,6,4,10
0.0181810855865479,2,2,6,4,10
0.0100789070129395,12,2,6,4,10
0.00988006591796875,26,2,6,4,10
0.00977182388305664,10,2,6,4,10
0.0088350772857666,15,2,6,4,10
0.00917410850524902,16,2,6,4,10
0.0109469890594482,7,2,6,4,10
0.00944304466247559,28,2,6,4,10
0.0190989971160889,4,2,6,4,10
0.0174140930175781,4,2,6,4,10
0.010577917098999,13,2,6,4,10
0.00906109809875488,19,2,6,4,10
0.00859189033508301,16,2,6,4,10
0.0103127956390381,28,2,6,4,10
0.0104761123657227,25,2,6,4,10
0.00840520858764648,26,2,6,4,10
0.00919699668884277,11,2,6,4,10
0.00788474082946777,30,2,6,4,10
0.00893306732177734,23,2,6,4,10
0.0131289958953857,25,2,6,4,10
0.00983190536499023,9,2,6,4,10
0.0145549774169922,4,2,6,4,10
0.0916779041290283,1,2,6,4,10
0.00877189636230469,19,2,6,4,10
0.0106558799743652,12,2,6,4,10
0.0100467205047607,11,2,6,4,10
0.00971126556396484,27,2,6,4,10
0.00833511352539062,17,2,6,4,10
0.00821471214294434,24,2,6,4,10
0.01072096824646,7,2,6,4,10
0.00823497772216797,26,2,6,4,10
0.0124039649963379,5,2,6,4,10
0.00830721855163574,16,2,6,4,10
0.011364221572876,6,2,6,4,10
0.00857710838317871,29,2,6,4,10
0.00946617126464844,10,2,6,4,10
0.00799298286437988,25,2,6,4,10
0.0113511085510254,17,2,6,4,10
0.00978302955627441,13,2,6,4,10
0.0165119171142578,4,2,6,4,10
0.0168089866638184,4,2,6,4,10
0.00921392440795898,19,2,6,4,10
0.00851798057556152,29,2,6,4,10
0.0180811882019043,2,2,6,4,10
0.0182969570159912,4,2,6,4,10
0.0165798664093018,27,2,6,4,10
0.0130319595336914,10,2,6,4,10
0.00957894325256348,15,2,6,4,10
0.0139100551605225,15,2,6,4,10
0.0131156444549561,13,2,6,4,10
0.0129461288452148,29,2,6,4,10
0.0136311054229736,6,2,6,4,10
0.00892305374145508,18,2,6,4,10
0.0101029872894287,18,2,6,4,10
0.0125911235809326,29,2,6,4,10
0.0119311809539795,6,2,6,4,10
0.00819587707519531,27,2,6,4,10
0.00849795341491699,24,2,6,4,10
0.0955417156219482,1,2,6,4,10
0.0135042667388916,30,2,6,4,10
0.0164768695831299,4,2,6,4,10
0.0129599571228027,24,2,6,4,10
0.018157958984375,4,2,6,4,10
0.00998377799987793,26,2,6,4,10
0.0121092796325684,8,2,6,4,10
0.0126140117645264,6,2,6,4,10
0.014265775680542,26,2,6,4,10
0.00978493690490723,30,2,6,4,10
0.0103979110717773,17,2,6,4,10
0.0108160972595215,13,2,6,4,10
0.0108768939971924,11,2,6,4,10
0.00935196876525879,13,2,6,4,10
0.00899910926818848,22,2,6,4,10
0.0102388858795166,14,2,6,4,10
0.010239839553833,28,2,6,4,10
0.0083000659942627,22,2,6,4,10
0.00804829597473145,27,2,6,4,10
0.0919139385223389,1,2,6,4,10
0.0113120079040527,8,2,6,4,10
0.00938677787780762,12,2,6,4,10
0.0109190940856934,22,2,6,4,10
0.0085299015045166,28,2,6,4,10
0.00837302207946777,15,2,6,4,10
0.0920419692993164,1,2,6,4,10
0.00870513916015625,14,2,6,4,10
0.00807499885559082,18,2,6,4,10
0.0109922885894775,28,2,6,4,10
0.012901782989502,7,2,6,4,10
0.0111007690429688,7,2,6,4,10
0.00807404518127441,26,2,6,4,10
0.00819802284240723,18,2,6,4,10
0.0124220848083496,5,2,6,4,10
0.00913310050964355,18,2,6,4,10
0.00840902328491211,16,2,6,4,10
0.012434720993042,5,2,6,4,10
0.00941324234008789,10,2,6,4,10
0.0107929706573486,8,2,6,4,10
0.0100388526916504,10,2,6,4,10
0.00925302505493164,27,2,6,4,10
0.0137231349945068,5,2,6,4,10
0.0089881420135498,12,2,6,4,10
0.0111749172210693,9,2,6,4,10
0.00997304916381836,24,2,6,4,10
0.0136840343475342,5,2,6,4,10
0.0102567672729492,17,2,6,4,10
0.0106461048126221,27,2,6,4,10
0.0173048973083496,3,2,6,4,10
0.01167893409729,7,2,6,4,10
0.00916886329650879,29,2,6,4,10
0.0099937915802002,25,2,6,4,10
0.0101161003112793,22,2,6,4,10
0.00917172431945801,22,2,6,4,10
0.00915694236755371,22,2,6,4,10
