tiempo, long_patt
0.26438999176 , 5
0.0860559940338 , 20
0.0777289867401 , 20
0.0808110237122 , 20
0.0847361087799 , 18
0.124629974365 , 11
0.260889053345 , 5
0.0725069046021 , 22
0.0710480213165 , 26
6.98566436768e-05 , 1
0.00440001487732 , 3
0.0792560577393 , 22
0.088369846344 , 19
0.0662319660187 , 29
0.106244087219 , 14
0.085175037384 , 17
0.249273061752 , 4
0.143737077713 , 9
0.129440069199 , 5
0.00314593315125 , 3
0.110405921936 , 13
0.0959069728851 , 16
0.196177959442 , 7
0.072653055191 , 23
0.258489847183 , 5
0.197602987289 , 7
0.103121042252 , 17
0.198111057281 , 7
0.0934529304504 , 16
0.110310077667 , 13
6.69956207275e-05 , 1
0.0795810222626 , 24
0.0706579685211 , 26
0.000388860702515 , 2
0.0762829780579 , 25
0.136634111404 , 10
0.0772478580475 , 20
0.142497062683 , 9
0.0827548503876 , 18
0.126104831696 , 12
0.00439190864563 , 4
0.0952050685883 , 16
0.103778839111 , 13
0.0778939723969 , 21
0.191931009293 , 7
0.0766441822052 , 22
0.141722917557 , 9
0.0663089752197 , 28
0.000221014022827 , 2
0.124665021896 , 12
0.0744590759277 , 26
0.136854171753 , 10
0.0968198776245 , 15
0.0945999622345 , 16
0.180748939514 , 7
0.0651271343231 , 28
0.00244784355164 , 4
0.0645580291748 , 4
0.110524892807 , 13
0.0889739990234 , 19
0.0869829654694 , 16
0.0741181373596 , 28
0.0750710964203 , 25
0.0733799934387 , 26
0.129682064056 , 11
0.0667371749878 , 30
0.0719399452209 , 23
0.0738658905029 , 25
0.146510839462 , 9
0.0319139957428 , 4
1.59740447998e-05 , 1
0.0783519744873 , 19
0.121757030487 , 12
0.125985145569 , 11
0.0704050064087 , 27
0.0846228599548 , 17
0.0770130157471 , 24
0.187907934189 , 7
0.0754809379578 , 26
0.0985188484192 , 5
0.0918099880219 , 16
0.212902069092 , 6
0.0625939369202 , 29
0.130629062653 , 10
0.0717329978943 , 25
0.0932991504669 , 17
0.0996060371399 , 13
0.30282998085 , 4
0.12158203125 , 4
0.0807321071625 , 19
0.0697200298309 , 29
7.41481781006e-05 , 2
0.0754518508911 , 4
0.0650429725647 , 27
0.135798931122 , 10
0.0982210636139 , 15
0.101746797562 , 15
0.109680891037 , 13
0.0652830600739 , 29
0.211519002914 , 6
0.0896389484406 , 18
0.0860569477081 , 18
0.0649769306183 , 29
0.229112148285 , 6
0.0646750926971 , 27
0.0744550228119 , 24
5.00679016113e-05 , 1
0.0649919509888 , 30
0.149647951126 , 4
0.0753738880157 , 24
0.0165190696716 , 4
0.0718400478363 , 26
0.167760133743 , 8
0.214338064194 , 6
0.0745520591736 , 26
0.0642161369324 , 30
0.0929119586945 , 17
0.109378099442 , 13
0.124142169952 , 11
0.105565071106 , 13
0.0818128585815 , 22
0.102344036102 , 14
0.0659990310669 , 28
0.0771870613098 , 22
0.0704791545868 , 27
3.79085540771e-05 , 1
0.166429042816 , 8
0.12628698349 , 12
0.074581861496 , 22
0.0662491321564 , 28
0.101261138916 , 15
3.09944152832e-05 , 1
0.110679864883 , 14
0.0851058959961 , 18
0.0692880153656 , 28
0.198879003525 , 7
0.201972961426 , 7
0.0743298530579 , 26
0.0879480838776 , 18
0.269516944885 , 5
0.0876579284668 , 18
0.0990588665009 , 16
0.268556118011 , 5
0.146862030029 , 10
0.172488927841 , 8
0.141113996506 , 10
0.0743880271912 , 27
0.268033027649 , 5
0.127696990967 , 12
0.154851913452 , 9
0.0757138729095 , 24
0.277696847916 , 5
0.091737985611 , 17
0.0770280361176 , 27
0.00203514099121 , 3
0.207715988159 , 7
0.0714440345764 , 29
0.0756611824036 , 25
0.077271938324 , 22
0.0808758735657 , 22
0.0808048248291 , 22
0.0938918590546 , 19
0.0886039733887 , 18
0.0909368991852 , 19
0.174626111984 , 8
0.074138879776 , 25
0.127386808395 , 12
0.117717981339 , 12
0.0704741477966 , 27
0.155029058456 , 9
0.102828979492 , 15
0.170352935791 , 5
0.142321109772 , 10
0.0929641723633 , 17
0.133592844009 , 12
0.113112926483 , 13
0.107721090317 , 15
0.0724608898163 , 27
0.0778200626373 , 27
0.0780420303345 , 22
0.116017103195 , 13
0.0995619297028 , 18
0.129765033722 , 12
0.00282287597656 , 3
0.0841801166534 , 20
0.104609012604 , 14
0.0839388370514 , 23
0.12652182579 , 12
0.135971069336 , 11
0.120826005936 , 13
0.100848913193 , 17
0.225004911423 , 6
0.0934410095215 , 17
7.10487365723e-05 , 1
0.172661066055 , 8
0.0128011703491 , 4
0.270269870758 , 5
0.0659999847412 , 29
0.133502960205 , 11
0.159232854843 , 9
0.0787301063538 , 22
0.157562017441 , 9
